835,"EDWARD ARNOLD"
839,"UNIV. TEXAS PRESS"
840,NOVELL
846,"ADDISON WESLEY"
847,"Timber Press"
849,KNOPF
850,"ARIZONA UP"
866,NLC
868,"ATLANTIC EUROPE"
869,AE
876,REGENCY
879,DK
880,"DK PUBLISHING"
882,"PROMETEUS BOOKS"
884,"PEOPLES NAT. SOC."
885,"VIS ED"
891,"WATSON GUPTILL"
892,"BIOMEDICAL COMMUNICATIONS"
893,AAP
896,WAVERLY
899,GYPSUM
900,NORTON
904,"FACTS OF FILE"
906,NFPA
909,ATHENE
911,BMP
912,"American Society of Microbiology (ASM)"
913,BMJ
914,BANAMEX
922,MERRIAM-WEBSTER
925,MEDTECH
927,SUNY
928,MEREDITH
937,S2S
938,EMRANI
939,EVANS
950,STARMONT
953,MPP
954,"PLANET MED"
956,"Thomson PLM"
957,"UNIV TEXAS PRESS"
958,AFIP
961,"IRWIN/MCGRAW HILL"
966,MDMI
969,"WINGS BOOKS"
971,"HARPER TROPHY"
978,FEPI
985,FROMMERS
986,HSI
987,A&L
988,"GALEN PRESS"
992,"VAN NOSTRAND"
994,"AW LONGMAN"
996,"CHARLES C. THOMAS"
1001,AABB
1002,"CASA AUTREY"
1009,"NATIONAL GEOGRAPHIC"
1010,LONGMAN/PEARSON
1011,"TLAYACAPAN PRESS"
1013,"QUOIN PRESS"
1016,"APPLETON LANGE"
1017,"LAWRENCE ERLBAUM"
1019,"International Thomson Editores (Mexico)"
1028,"HEINEMANN ELT"
1031,"PERENNIAL CLASSICS"
1033,"QUICKEN PRESS"
1034,"WILLIAM SPRATLING AND TAXCO"
1035,"Barron Educational"
1036,FREEMAN
1037,"CURR CLIN STRATEG PUBLISHING"
1038,"Hachette Latinoamericana"
1039,"JOHN MUIR PUBLICATIONS"
1040,LEXI-COMP
1041,"AMERICAN PHARMACEUTICAL ASSOC"
1042,"SAE INTERNATIONAL"
1043,"BC DECKER"
1044,"NATURAL WORLD"
1045,"EDICIONES Y DIST  COSMOS SA DE CV"
1046,"SOUTH WESTERN"
1048,"PENGUIN BOOKS"
1049,"AMERICAN COLLEGE OF PHYSICIANS"
1050,"BMJ BOOKS"
1051,"NTC PUBLISHING GROUP"
1054,"C A L PRESS"
1056,"BERLITZ PUBLISHING"
1057,"CURRENCY DOUBLEDAY"
1059,"Pearson Educacion de Mexico SA de CV"
1060,"AMERICAN ACADEMY OF PEDIATRICS"
1063,"FIRESIDE BOOK"
1067,QTRIPS
1068,"WORTH PUBLISHERS"
1069,"TETON NEWMEDIA"
1070,"DESERT SAGE PRESS"
1071,"SCRUB HILL PRESS"
1072,"BOSTON MEDICAL"
1073,MINERVA
1074,"COMPUTATIONAL MECHANIS PUBNS"
1075,"INTERNATIONAL TRAVEL MAPS"
1076,"BERKLEY BOOKS"
1077,"C & G PUBLISHING"
1078,"ISLAND BOOKS"
1081,"JONES AND BARTLETT"
1082,"INTL TRAVEL MAPS"
1085,"TUCKAMORE BOOKS"
1086,"BRAULT & BOUTHILLIER"
1089,"RODRAM CORP"
1090,"HARPER PERENNIAL"
1094,"VINTAGE INTERNATIONAL"
1095,ACP
1096,"MEISTER PRO"
1097,"UCL PRESS"
1104,"BISSON BOOK"
1105,"CHARLES SCRIBNERS SONS"
1108,WSP
1109,"ST. MARTINS"
1111,"MT BOOKS"
1116,MNMP
1117,"THIRD RAIL PRESS"
1119,"REDMON TECHNOLOGY"
1121,STECK/VAUGHN
1122,"NATHMICROLINK MED PUBL"
1123,"MARTIN DUNITZ"
1124,WEBSTERS
1127,ARNOLD
1128,APHA
1130,"JAMES F LINCOLN"
1131,"NATIONAL ACADEMY PRESS"
1132,"APA PUBLICATIONS"
1137,IEA
1139,MTI
1140,"LIVING LANGUAGE"
1143,"STREET FORTH"
1144,"FRONT RUNNER"
1145,SCYMED
1146,"COLLINS GEM"
1147,"HANDBOOKS IN HEALTH CARE"
1150,"NEW PRESS"
1151,SOUTHWESTERN
1154,"AMER HEART ASSN"
1157,"NEW AMERICAN LIBRARY"
1158,"PUFFIN BOOKS"
1161,"PERCEPTION PRESS"
1162,IUCN
1164,IMPALA
1165,BSP
1166,USP
1167,"APS Press"
1170,"HARVEY MILLER"
1171,LEXICOMP
1172,"THE ROYAL SOC OF CHEMISTRY"
1173,"SCANDINAVIAN UNIV PRESS"
1174,"J WILEY & SONS"
1175,"ANTIMICROBIAL THERAPY"
1177,"BENJAMIN CUMMINGS"
1179,"HANLEY BELFUS"
1180,SANFORD
1182,"ELEPHANT PAPERBACKS"
1184,"CISCO PRESS"
1185,"ASCP PRESS"
1197,"Robert Laffont"
1199,PDR
1200,"MANUAL MODERNO"
1202,"RENASSAINCE BOOKS"
1205,IIE
1208,"GARLIC PRESS"
1210,"TARASCON PUBLISHING"
1213,"THOMSON HEALTHCARE"
1215,"HARPER BUSINESS"
1216,"MELVIN POWERS"
1218,"PERDON PRESS"
1220,TCM
1230,"OLIVIA AND HILL PRESS"
1235,"LAUREL LEAF BOOKS"
1240,"SIGNET BOOK"
1241,PMIC
1244,"GARLAND SCIENCE"
1245,"WE PUBLISH COM"
1247,"INFORMATICA COSMOS"
1248,RAYO
1250,"CKE PUBLICATIONS"
1251,"Workman Publishing Co."
1257,"L A PAIN CLINIC"
1260,PSS
1264,QMP
1265,ICON
1266,"NORTH-SOUTH BOOKS"
1275,FALCON
1277,THORSONS
1284,VMC
1286,"JOVE BOOKS"
1287,VOLO
1290,"GROVE PRESS"
1292,MAGENTA
1294,"THOMAS DUNE BOOKS"
1300,HMP
1301,NORTHWOOD
1302,INTERLINK
1304,"VINTAGE CRIME"
1314,"JOHNSON BOOKS"
1318,STERLING
1963,"J. A. Majors Company"
1964,"Editorial MacMillan de Mexico S.A. de C.V."
1965,DIMSA
1966,HINMAN
1968,LEWIS
1969,JOHNSTON
1971,TURNER
1972,METZELAAR
1973,JAMSA
1975,"CR GIBSON"
1977,SAGALOWSKY
1978,ANURAS
1980,"FOOD CHEMICALS"
1981,BARNARD
1982,KUPERARD
1985,PONTE
1989,HANKE
1990,JULIANO
1992,BLASIER
1993,MAKOWER
1995,"CLINICAL CARDS"
1996,POLONSKY
1997,MARSDEN
1998,COPLIN
1999,GOLLNICK
2002,UNAM
2003,SOROSKY
2006,COX
2007,ILSI
2008,GAVRON
2009,BROPHY
2010,MOODY
2011,HALLIBURTON
2012,FEURSTEIN
2013,ARROM
2016,SELLERS
2020,AACD
2026,WIARDA
2029,CAPOTE
2030,ALPER
2032,RINZLER
2035,GOLDBERG
2036,RACINE
2038,SLADE
2040,GUPTA
2047,BURKE
2050,STENMARK
2054,NOBISCO
2055,MCADAMS
2058,REDFIELD
2061,S&S
2065,ABRAHAMS
2066,SHERR
2068,ANGELS
2069,MOORE
2073,TRAVEN
2074,"ARQUITECTOS MEXICANOS EDITORES"
2075,"CASA ISABEL"
2076,"Univ. Press of America"
2077,LESAGE
2078,"COVER PUBLISHING CO"
2079,"David Brown Book Co."
2081,GRAHAM
2082,"BANTAN BOOKS"
2083,VIDEO
2084,IRVING
2085,"AMERICAN HEART ASSOCIATION"
2087,MISCELANEO
2088,"INNOVATIVE KIDS"
2089,"1ST BOOKS"
2090,ROHNKE
2093,AHA
2094,"POGUE PRESS OREILLY"
2098,"WOMENS PRESS"
2099,FEARDON
2100,"Distribuidora Artes de Mexico y del Mundo, SA de CV"
2103,"EDITORES MEXICANOS"
2106,B&H
2108,"HARMONY BOOKS"
2110,CSHL
2114,"INNER TRADITIONS"
2120,"CONDE NAST"
2122,"IDEAS CHILDRENS BOOKS"
2123,CARSON-DELLOSA
2124,"NUEVA GUIA"
2146,"Jossey-Bass Pub"
2149,"Aa Balkema"
2169,COOK
2170,"Editorial Coamil"
2174,DUDLEY
2191,FAO
2192,"Gallery Books"
2193,"Paraglyph Pr"
2194,"Research & Education Assn"
2196,"Professional Engineering Pub"
2197,"United Nations Univ"
2198,"Physica Verlag"
2200,"Cmp Books"
2202,ICBO
2203,"Snow Lion Pubns"
2204,"Rigby Interactive Library"
2205,"Foundation Pr"
2206,"Westview Pr "
2207,"Macmillan Publishers, S.A. de C.V."
2211,"Red Hat"
2214,"Artech House"
2215,"Kluwer Law Intl"
2217,"Saint Lucie Pr"
2218,"Entomological Society of AmerICA"
2219,"CAB INTERNATIONAL"
2220,"National Research Council of Canada"
2221,"Amer Phytopathological Society"
2222,"Canadian Government Pub Centre"
2223,"Entomological Society of Washington"
2224,"Jessica Kingsley Pub"
2225,"State Univ of New York Pr"
2226,"Taunton Pr"
2227,"Bradford Books"
2229,"Project Management Inst Pubns"
2230,PAZ
2231,"CHICAGO UNIV PRESS"
2232,"EDICIONES IMPALA"
2235,SKYSCAPE
2236,HARPERTORCH
2239,PLANUM
2240,"WILEY PUBLISHING"
2241,NOYES
2242,VELAZQUEZ
2243,"LYLE STUART"
2245,"NEW HOLLAND"
2248,LYNDA
2249,SGT
2250,DISNEY
2251,DUTTON
2255,"Libraries Unlimited"
2256,"Asm Intl"
2259,"Society of Photo Optical"
2260,"Lewis Pub"
2261,North-Holland
2263,"1st Books Library"
2265,"Inst of Electrical &"
2266,"Glencoe/MacMillan McGraw Hill"
2267,IEEE
2268,"Amer Society of Civil Engineers"
2269,"Trans Tech Pubn"
2270,"Llh Technology Pub"
2271,Birkhauser
2272,"Univ Pr of the Pacific"
2273,"Natl Learning Corp"
2274,"Springer Verlag Wien"
2276,"Univ of Minnesota Pr "
2277,"ALA/LIBRARY VIDEO"
2278,"Teach Yourself"
2280,"Society for Industrial & Applied"
2281,"Saunders College Pub"
2282,"Gulf Pub Co"
2283,"Hemisphere Pub"
2284,"Professional Pubns"
2286,"Greenhaven Pr"
2287,"Resources for the Future"
2288,"Computational Mechanics"
2289,"Edward Arnold"
2290,"Asq Quality Pr"
2291,"Horizon Scientific Pr"
2292,"Walter De Gruyter"
2293,"John Wiley & Son Ltd "
2294,Inspec/Iee
2295,"Wrox Pr Inc"
2296,"Lawrence Erlbaum Associates"
2297,TRACEY
2299,"UNIV OF WESTERN ONTARIO"
2300,BIOVISON
2301,"WORLD BANK"
2302,"FACTS & COMPARISONS"
2303,"BORM BRUCKMEIER"
2304,"MILLION MFG CO"
2305,AMIRSYS
2310,"LTP LANGUAGE"
2311,UBC
2313,"Price Stern Sloan Pub "
2314,"New Holland Pub Ltd"
2315,Starfire
2316,"Bantam Books "
2317,"VITAL SIGNS INC."
2319,"Hays Pub"
2320,"Island Pr"
2321,"Earthscan Pubns Ltd"
2322,"Union Lntl Pour LA Conservation De"
2323,"Food & Agriculture Org"
2324,"Elsevier Science Health Science Div"
2325,"Plastics Design Library"
2326,"Siles Pr"
2327,"Parallax Pr"
2329,"Interaction Book Co"
2330,"Basic Books "
2331,"Primal Pictures Ltd"
2332,"Distribuidora American Book"
2334,"Red Wheel Weiser"
2335,"Jai Pr"
2336,Willmann-Bell
2337,Amazon
2338,"Hbo Home Video"
2340,"Consortium Book Sales & Dist"
2342,"G & B Science Pub"
2343,"Pro Ed"
2344,"Guerra Edizioni"
2345,"Great Source Education Group Inc"
2347,"Cisco Pr"
2348,"IEEE Computer Society"
2349,"Peter Peregrinus Ltd"
2350,"Battelle Pr"
2351,"Insight Media"
2352,"Whurr Publisher"
2353,"Henry Holt "
2354,"Reaktion Books"
2355,"Microcosm Ltd"
2356,"W G Nichols Pub"
2357,"Univ of Notre Dame Pr"
2358,"Vale Pr"
2359,"Auerbach Pub"
2361,varios
2362,"George Braziller"
2363,McGraw-Hill
2365,"Ignatius Pr"
2366,"Sophia Inst Pr"
2367,"Tab Books"
2369,"Fawcett Books "
2370,Crest
2371,"Dell Books "
2372,"Ace Bookstore"
2373,"Underwood Books"
2374,"Tor Books "
2375,"Berkley Pub Group "
2376,"Houghton Mifflin Co "
2377,"Mountaineers Books"
2378,"Baen Books"
2379,"Star Trek"
2380,"Simon Pulse"
2381,"Lars Muller Publishers"
2383,Palgrave-MacMillan
2385,"Barry Bendes"
2386,"Whispering Coyote Pr"
2387,"Charlesbridge Pub"
