9780201398137,846,"INTRODUCTORY JAVA FOR SCIENTISTS AND ENGINEERS - OP",21.00,13.0
9780451195173,193,"New RobertÂ´s Rules of Order",6.99,42.0
9780940780408,26,"MED ´TOONS",8.95,35.0
9780767902526,311,"Walk in the woods",15.99,42.0
9780721674438,716,"VACCINES 3/E-OP",200.00,22.0
9780864427878,22,"LONELY PLANET JOURNEYS KIWI TRACKS",12.95,60.0
9780443076398,182,"LASERS IN CUTANEOUS AND COSMETIC SURGERY-OP",185.00,35.0
9780590353427,175,"Harry Potter 1 and the Sorcerer's Stone  (DRO)",10.99,42.0
9780838577011,25,"Principles of Neural Science 4ED",135.00,24.0
9780292743229,112,"BREAKING OUT OF BEGINNERS SPANISH (O/P)",19.95,20.0
9780130133076,46,"MODERN MANAGEMENT 8/E - OP",228.00,28.0
9780060928827,1090,"Magical Passes Practical Wisdom of Shamans of Ancient Mexico",14.99,40.0
9780697294289,25,"AIDS BOOKLET 6/E",9.06,30.0
9780471366577,40,"SURVEYING 4/E ISE W/CD - OP",38.95,32.0
9780553380163,154,"Brief History of Time",18.00,42.0
9780632051724,6,"POULTRY HEALTH AND MANAGEMENT 4/E",42.95,12.0
9780070381285,25,"PHYSIOLOGICAL MEDICINE-OP",39.95,30.0
9780864426659,22,"LONELY PLANET ARCTIC O/P",25.00,50.0
9780380715435,148,"MOTHER TONGUE",14.99,42.0
9780439139595,175,"HARRY POTTER 4 AND THE GOBLET OF FIRE",29.99,42.0
9780439064866,174,"Harry Potter and The Chamber Of Secrets (Book 2)",24.99,42.0
9780881924428,847,"AGAVES YUCCAS AND RELATED PLANTS",34.95,50.0
9780683306170,21,"BRS Emergency Medicine ISE",24.00,35.0
9780439064873,175,"Harry Potter 2 and the Chamber of Secrets  (DRO)",10.99,42.0
9780471247616,40,"TRADITIONAL DETAILS FOR BUILDING RESTORATION RENOVATION",25.00,32.0
9780451526342,193,"Animal Farm",9.99,42.0
9780156012195,15,"Little Prince",11.00,42.0
9780486210278,11,"Essential Japanese Grammar",7.95,40.0
9780486269689,11,"White Fang",2.50,40.0
9780486282114,11,"Frankenstein (Dover Thrift Edition)",4.00,40.0
9780486410845,11,"WILD ANIMALS I HAVE KNOWN",8.95,40.0
9780486282251,11,ARISTOPHANES,1.50,40.0
9780486282145,11,"The Hound of the Baskervilles",3.50,40.0
9780486275437,11,"Alices Adventures in Wonderland",2.00,40.0
9780486264783,11,"Importance of Being Earnest",2.50,40.0
9780486411286,11,"1001 Palabras Inglesas Mas Utiles para Hispanoparlantes",3.00,40.0
9780486410265,11,"KIDNAPPED Dover junevile classics",4.50,40.0
9780486280851,11,"Easy Italian Phrase Book: Over 700 Phrases for Everyday Use",3.50,40.0
9780486401461,11,"OSCAR WILDES WIT & WISDOM",2.50,40.0
9780486408835,11,ILIAD,3.50,40.0
9780486408842,11,"WHITE HERON AND OTHER STORIES",10.00,40.0
9780486231686,11,"Codex Nuttall : A Picture Manuscript from Ancient Mexico : The Peabody Museum Facsimile",22.95,40.0
9780440224679,180,Hannibal,7.99,42.0
9780684841861,259,"MEXICO ONE PLATE AT A TIME",35.00,42.0
9780590353403,174,"Harry Potter and The Sorcerers Stone (Book 1)",24.99,42.0
9780156628709,15,"Mrs. Dalloway",13.95,42.0
9780679724759,139,"Out of Africa: and Shadows on the Grass",15.95,42.0
9780812590968,362,"AZTEC AUTUMN",7.99,42.1
9780486281964,11,"COUNTRY OF THE POINTED FIRS",10.00,40.0
9780486285139,11,"YOU KNOW ME AL",1.00,40.0
9780486408736,11,OMOO,8.95,40.0
9780140433227,81,"PENGUIN CLASSICS GRANDSISSIMES",8.95,35.0
9780064471084,971,"Last Battle  (DRO)   (The Chronicles of Narnia, Book 7)  ",6.99,42.0
9780140385724,81,Outsiders,9.99,42.0
9780393308204,900,"SURGEONS MATE",14.95,42.0
9780393321074,900,"BLUE AT THE MIZZEN",14.95,42.0
9780451191151,193,Fountainhead,9.99,42.0
9780781722179,21,"MULTIFETAL PREGNANCY",23.00,45.0
9780446608954,185,"A Walk to Remember",8.00,42.1
9780140177398,81,"Of Mice and Men",11.00,42.0
9780671732493,1108,"SEPARATE REALITY",15.00,42.0
9780316769488,127,"Catcher in the Rye",8.99,42.1
9780316769501,127,"NINE STORIES",8.00,42.1
9780443064258,182,"RECENT ADVANCES IN ANAESTHESIA AND ANALGESIA-OP",10.00,35.0
9782011551078,1038,"BIEN JOUE! 1 LIVRE",245.00,20.0
9782011551092,1038,"BIEN JOUE! 1 CAHIER",80.00,20.0
9780553575095,154,"DECEPTION ON HIS MIND",7.99,42.1
9780553295603,154,"SUITABLE VENGEANCE",7.99,42.1
9780553287349,154,"WELL-SCHOOLED IN MURDER",7.99,42.1
9780553284362,2082,"PAYMENT IN BLOOD",7.99,42.1
9780553278026,154,"GREAT DELIVERANCE",7.99,42.1
9780486275697,11,"Codex Borgia: A Full-Color Restoration of the Ancient Mexican Manuscript",22.95,42.0
9780764561474,1124,"Webster's New World Pocket Dictionary 4/E",5.99,42.1
9780440221470,1078,"Runaway Jury",7.99,42.1
9780853694366,398,"EVIDENCE BASED PHARMACY",59.95,22.0
9780230020832,1964,"Blended Learning",574.00,32.5
9780912912066,2078,"Rapid Interpretation of EKG's: An Interactive Course",41.00,20.0
9780865779969,33,"DENDOSCOPIC LASER SURGERY OF THE UPPER AERODIGESTIVE TRACT",129.00,35.0
9781864501056,22,"LONELY PLANET COSTA RICA SPANISH PHRASEBOOK",7.99,50.0
9780195110142,28,"Defect Chemistry of Metal Oxides ",47.95,30.0
9780683066845,255,"RADIOGRAPHIC INTERPRETATION FOR THE SMALL ANIMAL CLIN 2/E",49.95,35.0
9780486282404,11,"My Antonia",3.50,40.0
9780486406480,11,EMMA,3.50,40.0
9780486292564,11,"WUTHERING HEIGHTS (Dover)",3.50,40.0
9780486272719,11,"Luck Of Roaring Camp and Other Short Stories",10.00,40.0
9780553273915,154,"HOUSE OF THE SPIRITS",7.99,42.1
9780451524935,193,1984,9.99,42.0
9780802133908,334,"Pedro Paramo",14.00,42.0
9780881924985,847,"CACTUS FAMILY",99.95,50.0
9780486270555,11,"Six Great Sherlock Holmes Stories",2.50,40.0
9780071359597,25,"PRETEST CHEST RADIOLOGY USMLE STEP 2",24.95,33.0
9780767907637,660,"Why Men Don't Listen and Women Can't Read Maps",14.99,42.0
9780781725422,21,"NMS REVIEW FOR THE CLINICAL SKILLS ASSESSMENT EXAM SPB-OP",31.00,35.0
9781864502954,22,"LONELY PLANET ATHENS",50.00,60.0
9780316881791,128,"Never Cry Wolf",15.00,42.0
9780439136365,175,"Harry Potter 3 and the Prisoner of Azkaban  (DRO)",10.99,42.0
9780520054141,7,"Flowering Plants in the Landscape",29.95,25.0
9780764116155,302,"BARRONS SPANISH GRAMMAR 2/E",6.99,42.0
9780486419220,11,"ASPERN PAPERS",10.00,40.0
9789702210856,658,"Mi Primer Larousse de Ingles (6845)",249.00,40.0
9780684801223,245,"Old Man and the Sea",12.99,42.0
9780156013987,15,"Le Petit Prince (French Edition)",11.00,42.0
9780156013925,15,"EL PRINCIPITO (Spanish Edition)",11.00,42.0
9780071163095,66,"BASIC TELEVISION AND VIDEO SYSTEMS 6/E - OP",194.50,25.0
9783540588672,30,"LECTURE NOTES IN COMPUTER SCIENCE 891 FORMAL DEVELOPMENT OF",74.95,35.0
9780387518039,30,"LECTURE NOTES IN COMPUTER SCIENCE 398 TEMPORAL LOGIC IN",65.95,35.0
9780679722762,139,Ulysses,18.95,42.0
9780440180296,179,"Slaughter House-Five",7.99,42.1
9780881322736,1205,"MEASURING THE COSTS OF PROTECTION IN EUROPE",25.00,40.0
9780896036642,18,"PRIMARY HEMATOLOGY",125.00,50.0
9781864501148,22,"LONELY PLANET ABORIGINAL AUSTRALIA & THE TORRES STRAIT O/P",50.00,50.0
9780864427359,22,"LONELY PLANET VIRGIN ISLANDS  O/P",30.00,50.0
9781740590617,22,"LONELY PLANET TONGA 4/E O/P",50.00,50.0
9780781726665,21,"QUICK LOOK ELECTRONIC DRUG REFERENCE 2001 CD-ROM",49.95,35.0
9780967702520,1144,"NAIL THE BOARDS!",89.95,25.0
9780471251774,40,"MINERAL SCIENCE 22/E ISE BK & CD ROM - OP",23.48,35.0
9780864423122,22,"LONELY PLANET BENGALI PHRASEBOOK",5.95,50.0
9780864426147,22,"LONELY PLANET HO CHI MINH CITY (SAIGON) 2/E O/P",25.00,60.0
9781864501049,22,"LONELY PLANET MICRONESIA 4/E O/P",50.00,50.0
9780486295848,11,"HENRY IV PART I",2.50,40.0
9780486266909,11,"Ethan Frome",1.50,42.0
9780486609713,11,"INTRODUCTION TO NONLINEAR DIFFERENTIAL AND INTEGRAL EQUATION",18.95,40.0
9780486292908,11,"Twelfth Night: Or, What You Will",1.50,40.0
9780486668956,11,"MATTER AND MOTION",11.95,40.0
9780486660219,11,"ELECTRONIC STRUCTURE AND THE PROPERTIES OF SOLIDS",27.95,40.0
9780486406503,11,"LORD JIM",4.50,40.0
9780486272788,11,Hamlet,1.50,40.0
9781864500950,22,"LONELY PLANET MALAWI 2/E",25.00,50.0
9780781734363,21,"BONES ATLAS OF PULMONARY AND CRITICAL CARE MEDICINE 2/E",99.00,35.0
9789810237387,659,"Multiple Criteria and Multiple Constraint Levels Linear Programming",20.00,10.0
9780345384751,133,"Tale of the Body Thief",7.99,42.1
9780394800028,145,"Cat in the Hat Comes Back",9.99,42.0
9785383600306,1164,"GDCM Instant Phrasal Verbs",64.00,45.0
9780582334564,1059,"First Insights into Business 2 Cassetes",522.00,37.0
9782278049189,1038,"Bravo! 3 Cahier (500097)",80.00,20.0
9780345342966,137,"FAHRENHEIT 451",6.99,42.1
9780440237013,660,"American Heritage Dictionary 4/E Pocket",7.99,42.1
9780385490818,156,"Handmaids Tale",15.95,42.0
9780471119470,40,"Inventory Management and Production Planning & Scheduling ",93.95,32.0
9780486420066,11,Dynamics,29.95,40.0
9780131919327,1059,"TUNING  IN  St Bk Intermediate",200.00,37.0
9782011551085,1038,"BIEN JOUE! 1 GUIDE PEDAGOGIQUE",400.00,20.0
9782011551139,1038,"BIEN JOUE! 2 LIVRE",100.00,20.0
9782011551146,1038,"BIEN JOUE! 2 CAHIER",80.00,20.0
9780486691862,11,"Modern Quantum Chemistry : Introduction to Advanced Electronic Structure Theory",19.95,40.0
9780471586265,40,"Separation Process Principle - OP",26.47,35.0
9780781729000,21,"INHERITED METABOLIC DISEASES",37.95,35.0
9780142408797,83,"Otherwise Known As Sheila the Great",5.99,42.1
9781567654806,3,"Spanish Two Years Workbook",50.00,38.0
9780486260280,11,"MEXICAN PAINTERS",18.95,40.0
9780781730525,21,"MANUAL OF ALLERGY AND IMMUNOLOGY 4/E O/P",100.00,35.0
9780683304374,21,"CONGESTIVE HEART FAILURE 2/E",169.00,40.0
9781560534532,526,"ANGIOTENSIN II RECEPTOR ANTAGONISTS-OP",100.00,40.0
9781560534969,526,"CALCIUM ANTAGONISTS IN CLINICAL MEDICINE 3/E-OP",200.00,40.0
9780596001759,235,"Java and Soap",20.00,35.0
9781864503777,22,"LONELY PLANET PACIFIC NORTHWEST 3/E O/P",50.00,50.0
9780439049986,175,"Captain Underpants (4) and the Perilous Plot of Professor Poopypants",5.99,42.0
9780060838744,58,"AHABS WIFE",15.95,42.0
9780684853871,245,"LEAVING CHEYENNE",14.00,35.0
9780723424345,130,"MOSBYS COLOR ATLAS AND TEXT OF INFECTIOUS DISEASES-OP",42.95,35.0
9781562059347,276,"Linux System Administration - OP",15.65,35.0
9782278046898,1038,"Bravo 1 LIVRE (14717799)",100.00,20.0
9780060011307,1248,"The Mexicans: A personal Portrait of a People",14.99,42.0
9780071149280,66,"Engineering Graphic Communication",300.00,25.0
9780440213529,1078,CLIENT,7.99,42.1
9780439139601,175,"Harry Potter 4 and the Goblet of Fire  (DRO)",12.99,42.0
9780716746843,1036,"BioChemistry 5/E ISE",53.60,35.0
9780553293357,154,Foundation,7.99,42.1
9780064405010,2994,"Horse and his Boy (The Chronicles of Narnia, Book 3)",7.99,42.1
9780684803357,245,"For Whom the Bell Tolls",18.00,42.0
9780803607729,335,"MANTER AND GATZS ESSENTIAL OF CLINICAL NEUROANATOMY AND 10E",39.95,24.0
9781563272691,531,"Kanban for the Shop Floor",37.95,35.0
9780764120602,302,"BARRON'S Italian Grammar 2/E",6.99,42.0
9780486421223,11,"SCARLET PIMPERNEL",3.50,40.0
9780486422404,11,"SONG OF ROLAND",2.00,40.0
9781560535386,526,"PLATINUM VIGNETTES SURGICAL SUBSPECIALISTIES O/P",100.00,35.0
9781560535379,526,"PLATINUM VIGNETTES INTERNAL MEDICINE SUBSPECIALTIES O/P",100.00,35.0
9780764120633,302,"BARRON'S ITALIAN VERBS 2/E  O/P",6.99,42.0
9782011551368,4145,"FORUM 1 CAHIER",100.00,20.0
9782011551382,4145,"FORUM 2 CAHIER",100.00,20.0
9780553213188,154,"Anne's House of Dreams (Anne of Green Gables, Book 5)",5.50,42.0
9780071389952,25,"APPLETON & LANGE REVIEW GENERAL PATHOLOGY 4/E OP",17.50,30.0
9780140367980,83,"ANNE OF AVONLEA (MONTGOMERY)",4.99,40.1
9780394800387,2864,"Fox in Socks ",9.99,42.0
9782011550859,1038,"FORUM 1 LIVRE C/2 CD (10000086)",435.00,20.0
9780844273112,391,"PRACTICE MAKES PERFECT SPANISH PRONOUNS AND PREPOSITIONS",10.95,42.0
9781929007011,1265,"NETTERS ATLAS OF HUMAN PHYSIOLOGY",62.95,35.0
9780449213445,140,Chosen,7.99,44.1
9782278059973,4145,"Et Toi 2 Livre+ DVD (500166)",380.00,20.0
9781405026840,1964,"Smile 1 Audio CD NE (Primary)",122.41,32.5
9780130673893,90,"Nonlinear Systems 3/E",223.00,35.0
9780962698606,2304,"PAGE BOY BOOKHOLDER",5.95,41.2
9780394800165,660,"Green Eggs and Ham ",9.99,42.0
9780394800134,660,"One Fish, Two Fish, Red Fish, Blue Fish",9.99,42.0
9780394892177,145,"I AM NOT GOING TO GET UP TODAY!",8.99,42.0
9780486412351,11,"HEIDI Dover juvenile classics",4.00,40.0
9780446610391,185,Rescue,7.99,42.0
9780920668375,673,"Love You Forever",5.95,42.0
9780226469515,104,"FIRE DWELLERS",13.00,35.0
9780486412481,11,"CRUISE OF THE SNARK",12.95,40.0
9781555812355,1,"BORNA DISEASE VIRUS",99.95,30.0
9780394842554,157,"Oh Say Can You Say?",9.99,42.0
9780375834936,2864,"Hop on Pop Bk + CD",9.95,42.0
9781405878166,1059,"Penguin Reader 1 Muhammad Ali Audio Pack (Am)",195.00,37.0
9780632046096,6,"BLUEPRINTS CLINICAL CASES IN PSYCHIATRY O/P",100.00,40.0
9780716743828,1036,"Modern Genetic Analysis : Integrating Genes and Genomes",119.00,30.0
9780306406829,115,"INTRODUCTION TO INTEGRATED PEST MANAGEMENT - OP",25.75,23.0
9780679735908,139,"Possession : A Romance",16.00,42.0
9780486298214,11,"FLAGS OF THE WORLD STICKERS",10.00,40.0
9780618126989,159,"Silmarillion (DRO)",14.00,42.0
9780153253973,15,"Harcourt Science Unit C  Grade 6",15.30,35.0
9780764122873,303,"Oops, Sorry : A First Book of Manners",3.95,42.0
9780345432407,133,Omerta,7.99,40.1
9780312993504,113,"Wild Justice",7.99,42.1
9780135369616,3929,"Linear Systems",154.20,35.0
9780679734932,1094,"Plumed Serpent",18.00,42.0
9781550091991,497,"Ballenger's Manual of Otorhinolaryngology Head and Neck Surgery",41.95,30.0
9780865778542,406,"Otolaryngology : The Essentials",90.00,35.0
9781850705819,583,"Atlas of Gastroenterology : The Encyclopedia of Visual Medicine Series (The Encyclopedia of Visual Medicine Series)",89.95,35.0
9781588900920,406,"Colposcopy for Primary Care",79.95,35.0
9780292701328,112,"Burning Plain, and Other Stories",17.95,35.0
9781588291264,452,"Radiology Sourcebook : A Practical Guide for Refernce and Training",69.50,35.0
9780440242543,176,"American Heritage College Thesaurus",5.99,42.1
9780064407663,51,"Bad Beginning (Series of Unfortunate Events, 1)",13.99,42.0
9780064407670,51,"Reptile Room (Series of Unfortunate Events, 2)",13.99,42.0
9780060256654,65,"Giving Tree",17.99,42.0
9780844272511,390,"There's a Word for It in Mexico : The Complete Guide to Mexican Thought and Culture",18.95,42.0
9780451207739,193,"Calories and Carbohydrates (Calories and Carbohydrates, 15th Ed)",6.99,40.1
9780451207524,193,Jackdaws,7.99,42.1
9780451173133,193,"Night over Water",7.99,42.0
9780809166664,354,"ChildrenÂ´s Book of Classic Catholic Prayers",5.95,42.0
9780521675437,3603,"Essential Grammar in Use 3ED (O/P) + CD-ROM w/Answers (Brit. ED) (DRO)",744.00,30.0
9780425177419,2375,"Hercule Poirot's Christmas",6.99,42.1
9780451201201,193,"Secret Adversary",6.99,42.1
9780451201164,193,"Moving Finger",6.99,42.1
9780312981693,113,"Golden Ball and Other Stories",6.99,42.1
9780312981662,113,"Crooked House",6.99,42.1
9780312981655,113,"Parker Pyne Investigates",6.99,42.1
9780312981617,113,"Death Comes As the End",6.99,42.1
9780312981600,113,"Mysterious Mr. Quin",6.99,42.1
9780312979744,113,"Secrets of Chimneys",6.99,42.1
9780812590982,2374,"Aztec Blood",7.99,42.1
9780486277790,208,"Spanish Picture Word Book",3.95,40.0
9780486407883,208,"Black Beauty",2.50,40.0
9780486246758,208,"Essential Dutch Grammar",6.95,40.0
9780470521564,40,"Voltage-Sourced Coverters in Power Systems : Modeling, Control, and Applications",145.00,35.0
9781570596827,548,"Liver Transplantation",45.00,22.0
9780940780576,475,"Clinical Neuroanatomy Made Ridiculously Simple",22.95,35.0
9780940780453,475,"Medical Spanish Made Ridiculously Easy",12.95,35.0
9780131286290,46," Chemical Process Control : An Introduction to Theory and Practice",160.00,35.0
9780060516406,67,"Built to Last: Successful Habits of Visionary Companies",17.99,42.0
9780385720922,156,"Choke : A Novel",15.00,42.0
9781560536239,526,"Hand Secrets",39.95,35.0
9780316367950,122,"Saint George and the Dragon",7.99,42.1
9780130319999,46,"Operating Systems : Internals and Design Principles",420.00,32.0
9780064410120,65,"Carnivorous Carnival (Series of Unfortunate Events, 9)",12.99,42.0
9780064408660,65,"Hostile Hospital (Series of Unfortunate Events, 8)",12.99,42.0
9780826316202,378,"Emiliano Zapata : Revolution and Betrayal in Mexico",29.95,40.0
9780486433882,208,"In Defense of Women",6.95,40.0
9780064408653,65,"Vile Village (Series of Unfortunate Events, 7)",13.99,42.0
9780064408646,65,"Ersatz Elevator (Series of Unfortunate Events, 6)",13.99,42.0
9780064408639,65,"Austere Academy (Series of Unfortunate Events, 5)",13.99,42.0
9780064407694,51,"Miserable Mill (Series of Unfortunate Events, 4)",13.99,42.0
9780064407687,65,"Wide Window (Series of Unfortunate Events, 3)",13.99,42.0
9780064410137,2994,"Slippery Slope (Series of Unfortunate Events, 10)",12.99,42.0
9780312195519,119,"Red Tent",14.95,42.0
9780156013864,15,"Der Kleine Prinz",12.00,42.0
9780201657029,90,"Classical Mechanics 3rd Ed.",196.40,35.0
9780345452009,133,"Accidental Tourist (Ballantine Reader's Circle)",15.00,42.0
9780781769754,21,"Nms Medicine",44.95,35.0
9780136597070,29,"Principles of Distributed Database Systems - OP",237.00,37.0
9780131255272,29,"Internetworking With Tcp/Ip : Design Implentation - OP",192.50,32.0
9789706505668,1964,"Sky High 1 Teacher Ed. (Interlev)",391.00,32.5
9780582325586,1059,"Powerhouse Intermediate teacher",40.00,37.0
9780226712123,2396,"Not by Genes Alone : How Culture Transformed Human Evolution",22.00,40.0
9780915299140,531,"Toyota Production System : Beyond Large-Scale Production",500.00,40.0
9780865779648,406,"Color Atlas of Immunology",29.99,35.0
9780486410234,208,"Little Women (Little Women, Book 1)",4.50,40.0
9780440241072,176,Summons,7.99,42.1
9780440236672,2439,Brethren,7.99,42.1
9780440225706,2439,"Street Lawyer",7.99,42.1
9780440224761,176,Partner,7.99,42.1
9780316769495,127,"Franny & Zooey",8.00,42.1
9780684804446,2440,"Snows of Kilimanjaro : And Other Stories",15.00,42.0
9780684801469,2440,"Farewell to Arms",16.00,42.0
20000120,1038,"Le Kiosque 2 livre+CD",315.00,20.0
9780679732419,139,"Gift from the Sea",11.00,42.0
9780812042962,302,"German Grammar",8.99,42.0
9780764113574,302,"Spanish Verbs (Barron's Verb Series)",6.99,42.0
9782011554222,1038,"Alter Ego 1 (A1/A2) Guide Pedagogique (500400)",575.00,20.0
9781741047233,403,"Lonely Planet Puerto Rico (Lonely Planet Puerto Rico)",18.99,50.0
9780689826962,264,"Shades of Gray",5.99,42.1
9780312983390,113,"The Sunbird",8.99,42.0
9780451205360,193,"Richest Man in Babylon",9.99,42.0
9780312982584,113,"Cry Wolf",8.99,42.1
9780764122231,302,"Illustrated Bhagavad Gita : A New Translation With Commentary",23.95,42.0
9780764120022,302,"Beagles (Complete Pet Owner's Manual)",8.99,42.0
9780764120091,302,"Chihuahuas (Complete Pet Owner's Manual)",8.99,42.0
9780764119736,302,"American History the Easy Way (American History the Easy Way, 3rd Ed)",18.99,42.0
9780312278670,119,Steppenwolf,16.00,42.0
9781405077897,1964,"MacMillan Reader 1 Blue Fins +CD Starter",242.00,32.5
9780071408240,2463,"Let's Learn German Picture Dictionary (Lets Learn Picture Dictionary Series)",12.00,42.0
9780553287738,2316,"Bourne Ultimatum (Jason Bourne Trilogy, Book 3) ",7.99,42.1
9780805842494,2796,"Second Language Research : Methodology and Design",71.95,40.0
9780865778702,406,"Spiral and Multislice Computed Tomography of the Body",249.95,35.0
9780966015010,6,"Primer on Transplantation",150.00,40.0
9780131408838,1059,"Longman Preparation Course for the Toefl PAPER TEST w/Answer Key & CD-ROM",924.00,37.0
9780060094614,2994,"Biscuit and the Baby (My First I Can Read)",3.99,41.1
9780195117776,28,"Linear System Theory and Design",152.95,40.0
9780838574058,69,"Operative Pediatric Surgery",1000.00,30.0
9781405103220,239,"A-Z of Haematology",41.95,40.0
9781891389153,667,"Statistical Mechanics",110.00,15.0
9780131206502,46,"Environmental Science and Engineering",177.00,32.0
9780691086774,267,"Global Political Economy : Understanding the International Economic Order",39.95,30.0
9780486277776,208,"French Picture Word Book",4.99,42.0
9780812550757,2374,"Speaker for the Dead  (The Ender Quintet Book 2)",7.99,42.0
9781586852559,424,"Mexican Country Style",24.95,42.0
9781586852610,424,"New Hacienda",19.95,42.0
9780553572513,2316,"Playing for the Ashes",7.99,42.1
9780486417226,208,"Just So Stories (Dover Juvenile Classics)",4.00,40.0
9780195129779,28,"Electrodiagnosis in Diseases of Nerve and Muscle : Principles and Practice",115.00,40.0
9780486428437,208,"Ten Tales from Shakespeare (Dover Evergreen Classics)",3.50,50.0
9780486428451,208,"Rebecca of Sunnybrook Farm",3.00,40.0
9780486229980,208,"Soup Book 800 Recipes",9.95,40.0
9780486213422,208,"Handbook of the Nutritional Value of Foods in Common Units",21.95,40.0
9780875848358,417,"Sense & Respond : Capturing Value in the Network Era",45.00,30.0
9780743219587,2440,"Mind to Murder",15.00,40.0
9780743219570,2440,"Cover Her Face",16.00,42.0
9780743219563,2440,"Skull Beneath the Skin",16.00,35.0
9780743219556,2440,"Unsuitable Job for a Woman",15.00,42.0
9780743219624,2440,"Death of an Expert Witness",16.00,42.0
9780743219617,2440,"Black Tower",16.00,42.0
9780743219600,2440,"Shroud for a Nightingale",16.00,42.0
9780743219594,2440,"Unnatural Causes",15.00,42.0
9780743219631,2440,"Innocent Blood",16.00,42.0
9780312924584,113,"Silence of the Lambs",9.99,42.1
9780449213940,2369,"All Quiet on the Western Front",6.99,42.1
9780929261096,2567,"Airbrushing (Artist´s Library Series, 9)",92.50,40.0
9780486425634,208,Gravity,8.95,40.0
9781413013948,1019,"Grammar In Context 1 4ed",493.00,30.0
9780072226805,25,"C++ : The Complete Reference (The Complete Reference)",52.99,40.0
9780142437308,81,"Power and the Glory (Penguin Twentieth-Century Classics)",15.00,42.0
9780896038769,452,"Melanoma : Biologically Targeted Therapeutics (Current Clinical Oncology)",135.00,35.0
9780471427841,40,"International Accounting and Multinational Enterprises 5/e - OP",26.47,35.0
9780195092691,28,"Knowledge-Creating Company : How Japanese Companies Create the Dynamics of Innovation",45.00,40.0
9780156027328,159,"Life of Pi : A Novel",15.95,42.0
9780375707162,139,"House for Mr. Biswas (Vintage International)",16.95,42.0
9780781799249,21,"High Yield Biochemistry",32.95,35.0
9780439050005,687,"Captain Underpants (5) and the Wrath of the Wicked Wedgie Woman : The Fifth Epic Novel (Captain Underpants (Paper), 5)",5.99,42.0
9780385721424,156,"Three Junes (DRO)",14.95,40.0
